,comment,date
690,Malaysia here ❤ ,"May 18, 2018"
691,I'm excited for this one because my boyfriend and I are both very geeky and have a height difference of 12-13 inches.,"May 17, 2018"
692,"I'm around 167cm (5'7""ish — I'm American lol) but 6'6""ish is still really tall to me XD ","May 17, 2018"
693,I’m 13 and I’m 154cm and I’m also Asian ,"May 17, 2018"
694,Hey,"May 17, 2018"
695,Wow Hes very tall! my goodness😲 (btw my mom told me to have this username),"May 15, 2018"
696,"I'm Asian, and I'm 157cm tall but I think I'm short....","May 14, 2018"
697,😂almost 2 meters 😂😂,"May 14, 2018"
698,"he's not even crazy tall by my standard (then again, most men here are like near 2 m) I have guys in my class that are around the same height...","May 13, 2018"
699,eesh third time reading through T^T I love these comics ,"May 13, 2018"
700,"This is my favorite cartoon ever, so funny. I just discovered it and its been so fun catching up. ","May 13, 2018"
701,",","May 12, 2018"
702,My boyfriend is a foot taller than me. ,"May 11, 2018"
703,"I feel your pain girl, but instead it my brother who’s 199cm and me who’s the same height as you...the pain is real ","May 11, 2018"
704,i have always thought that I am too short because in the family I am the shortest and my neighbors who are in the same age as me are taller than me! but I'm almost 5'5 haha so i think the number of your height doesn't rlly matter if you're surrounded by tall ppl haha even though you are already tall enough you will still feel so smol ,"May 8, 2018"
705,This is totally me. I'm usually the short one in the relationship ( and kinda nerdy as well 😋 also I'm 4'9 and 14 almost 15😐😃 ),"May 7, 2018"
706,"That awkward moment when you go check the heights in inches, and realize you and your boyfriend are legit. The same as this comic. Then proceed to read the entire thing. ","May 4, 2018"
707,"That awkward moment when you go check the heights in inches, and realize you and your boyfriend are legit. The same as this comic. Then proceed to read the entire thing. ","May 4, 2018"
708,haha she's 5'2 and I'm 5'1 (laugh's awkwardly) hehehehe (I'm 10 years old),"May 4, 2018"
709,OMG that's the exact same heights of me and my boyfriend! ,"May 3, 2018"
710,"Okay I don't know if she looks at the comments but I just kinda want to know her name and maybe If she sees this,What they would look like themselves in REALISTIC form,if u can..i really hope so","May 2, 2018"
711,Love the art style,"Apr 30, 2018"
712,hi im new HERE!😆,"Apr 30, 2018"
713,me with myboyfriend ,"Apr 29, 2018"
714,"""IT'S just him being Crazy tall."" THAT IS my LOVE story","Apr 27, 2018"
715,when your new and a year late,"Apr 26, 2018"
716,"Fishball, you're lucky since some asian doesn't get that height... Like me (Well, actually, I'm still a kid and my height is 144cm","Apr 25, 2018"
717,I am like 5'7 but not 199 that is like big foot,"Apr 24, 2018"
718,he is so big compared to you it could be attack on titan,"Apr 20, 2018"
719,He's 1cm away from being 2 METERS TALL????,"Apr 20, 2018"
720,im like him im to tall from anything anymore ,"Apr 20, 2018"
721,do you have an instagram fishball,"Apr 19, 2018"
722,hey iv been trying to find this for a while ,"Apr 19, 2018"
723,hmm... I have a giant nerd dad he 6'9 no joke.,"Apr 18, 2018"
724,He Got So Tall ,"Apr 18, 2018"
725,im like 163 cm so don't worry we both shortish,"Apr 17, 2018"
726,you're even shorter than levi (atack on titan). lol,"Apr 16, 2018"
727,fishball is a street food from the PHILIPPINES....are you perhaps a Filipino like me author?😕 well whatever don't mind me..bye,"Apr 16, 2018"
728,if I we're her I would wear high heels a lot ,"Apr 15, 2018"
729,6'2im 12 almost as tall as him in 7th grade,"Apr 14, 2018"
730,"37,102","Apr 13, 2018"
731,omg I would be up to his legs I'm very short I would be like a little kid to him,"Apr 13, 2018"
732,haha I've read through all of this before..now I reread it,"Apr 12, 2018"
733,I have a giant nerd boyfriend too,"Apr 11, 2018"
734,"Your boyfriend is nearly as tall as my boyfriend! And I feel your pain, although we’re high schoolers so it’s even more embarrassing ","Apr 11, 2018"
735,cute,"Apr 10, 2018"
736,boobs is lifeu xD,"Apr 8, 2018"
737,baaah i m 152 cm....*crying in a corner,"Apr 8, 2018"
738,nnmssd,"Apr 7, 2018"
739,dksdkskjd,"Apr 7, 2018"
740,i'm 160cm....and i'm the tallest in my family...hahahahahah,"Apr 7, 2018"
741,Ommggggg this is so weird but I like it XD,"Apr 6, 2018"
742,Hey I read this backward o/,"Apr 5, 2018"
743,"I'm 151cm, asian, and 18 years old but i'm always being mistaken as 14","Apr 5, 2018"
744,he is so big im mean look at him .he is cool.,"Apr 2, 2018"
745,#Goals #Ship I ship them so much!! 😊😊 omg so cute 😍😻 xD,"Apr 1, 2018"
746,IM 4’10,"Apr 1, 2018"
747,tall guys rules 😎✊✊✊,"Mar 30, 2018"
748,Man boobs ~( (,"Mar 29, 2018"
749,This looks so awesome. I’m going to read it all.,"Mar 29, 2018"
750,I'm 170 cm for a female Asian. I feel hella tall,"Mar 29, 2018"
751,"I'm also asian, so I'm 5'3 (134.62 cm). So,if I hang out with my asian friends, then I'm normally the tallest, but at school there are GIANTS. I'm in 7th grade, so I'm average height, but there's this guy, HE'S LIKE 6 FOOT (182.88 cm), AND HE'S 13 AT MOST. And my boyfriend (I know I'm 13 and I don't need a relationship, but......) he's like 5'7 (170.18 cm), so I'm tiny, plus since we're still young he's still growing, and judging by his family, he'll go up to 6 foot (again 182.88 cm).","Mar 28, 2018"
752,"6'6 is tall but not gigantic unless you're talking about the person's frame. I know tall people who are skinny and lanky, and then tall people who have a larger more intimidating stature. 🤔 ","Mar 28, 2018"
753,This is a good introduction to the story!,"Mar 26, 2018"
754,Having the same height with the girl and my boyfriend with the same height on the guy. Omo! Quite fun😁,"Mar 26, 2018"
755,"god, I'm shorter than you! I'm 151 cm (or 4'11.5"" in) ","Mar 24, 2018"
756,her boobies tho 😂 its like > >,"Mar 15, 2018"
757,he is super tall he is off screen,"Mar 14, 2018"
758,"yep, definitely subscribing","Mar 14, 2018"
759,That’s bigger than any of the jojos ,"Mar 13, 2018"
760,and that's where it all begin.        (*˘︶˘*).｡.:*♡,"Mar 12, 2018"
761,Me and her are the same height,"Mar 12, 2018"
762,oh my god we're the same height... I didn't realize how short I was,"Mar 10, 2018"
763,Good intruduction. its very outstanding! :),"Mar 10, 2018"
764,I like your work,"Mar 9, 2018"
765,I was interested because I saw this on my YouTube ads and I can relate so much and I'm 155 cm in a relationship who's 195 cm. This is really cute and relatable. Please keep up with the good work 😊,"Mar 9, 2018"
766,I have one word for this: GOALS,"Mar 7, 2018"
767,so far so good I guess ,"Mar 7, 2018"
768,En españooooool,"Mar 7, 2018"
769,"Secara Profesional Bolavita Menyediakan Bonus"" Deposit & Lain""y   (D1A1E6DF)(081377055002)","Mar 7, 2018"
770,how do I make my own story,"Mar 4, 2018"
771,her boobies tho 😂 its like > >,"Mar 15, 2018"
772,he is super tall he is off screen,"Mar 14, 2018"
773,"yep, definitely subscribing","Mar 14, 2018"
774,That’s bigger than any of the jojos ,"Mar 13, 2018"
775,and that's where it all begin.        (*˘︶˘*).｡.:*♡,"Mar 12, 2018"
776,Me and her are the same height,"Mar 12, 2018"
777,oh my god we're the same height... I didn't realize how short I was,"Mar 10, 2018"
778,Good intruduction. its very outstanding! :),"Mar 10, 2018"
779,I like your work,"Mar 9, 2018"
780,I was interested because I saw this on my YouTube ads and I can relate so much and I'm 155 cm in a relationship who's 195 cm. This is really cute and relatable. Please keep up with the good work 😊,"Mar 9, 2018"
781,I have one word for this: GOALS,"Mar 7, 2018"
782,so far so good I guess ,"Mar 7, 2018"
783,En españooooool,"Mar 7, 2018"
784,"Secara Profesional Bolavita Menyediakan Bonus"" Deposit & Lain""y   (D1A1E6DF)(081377055002)","Mar 7, 2018"
785,how do I make my own story,"Mar 4, 2018"
786,Jeez that nerd boi is a God,"Mar 1, 2018"
787,oh yea mr krabs ,"Mar 1, 2018"
788,"So tall she just like, why r u even ma boyfriend again?","Feb 26, 2018"
789,Totally my current situation! Haha,"Feb 24, 2018"
790,what program does she use to draw?,"Feb 22, 2018"
791,HOLY CRAP UR THE SAME HIGHT AS MY MOM!!!!,"Feb 21, 2018"
792,Guess who came back for seconds?,"Feb 20, 2018"
793,I feel you girl,"Feb 19, 2018"
794,"I'm 5,2 so 157 cm  you're taller than me by 1 cm but then again I'm 12","Feb 18, 2018"
795,When short is 5’5 *~*,"Feb 18, 2018"
796,162 cm ,"Feb 18, 2018"
797,i'm 155 cm 😥😩,"Feb 17, 2018"
798,im 151cm 😭😥,"Feb 16, 2018"
799,"Fishball, I'd like to point out that the height difference is roughly 40cm, not 30cm 😐 Can people upvote me to let her know? ","Feb 14, 2018"
800,im 6'1 is that tall? 186cm,"Feb 11, 2018"
801,My dad is his height...So I guess my dad is a giant nerd father,"Feb 11, 2018"
802,I just realized the first guy's her brother,"Feb 11, 2018"
803,I have a good feeling that this isn’t going to be great,"Feb 11, 2018"
804,he is 6.6 and she is 5.2,"Feb 11, 2018"
805,her boobs tho😂😂😂😝,"Feb 9, 2018"
806,I think I can literally guess that this is going to be something Singaporean. I'm short for my age soooo,"Feb 9, 2018"
807,Fishball? Wow then you must be a Hong Konger? I think....,"Feb 8, 2018"
808,Author we have the same height 😂,"Feb 5, 2018"
809,Being short hurts my heart lol,"Feb 4, 2018"
810,Literally me and my boyfriend. He is tall and I am short,"Feb 3, 2018"
811,boii. I'm 151 cm ,"Feb 3, 2018"
812,😻😻,"Feb 2, 2018"
813,i have already read this im just waiting for the next episodes to come put😂😂thays how good it is,"Feb 1, 2018"
814,Then I’m definitely tall if 6’ 6” is tall I’m four inches above that,"Feb 1, 2018"
815,Loving this so far :D 👍🏾,"Jan 31, 2018"
816,lol I'm 5'2 and I'm 11 years old ,"Jan 30, 2018"
817,I'm 158 cm too same haha,"Jan 29, 2018"
818,started this today,"Jan 28, 2018"
819,I have no idea if this guy likes me but this is almost the exact same comparison as me and him,"Jan 28, 2018"
820,he is really tall like 197/ I want a boyfriend that tall but not a neard ,"Jan 28, 2018"
821,I'm also 6'6,"Jan 28, 2018"
822,this is so adorable,"Jan 27, 2018"
823,I like it ,"Jan 27, 2018"
824,where did you get the name fishball?❤ ❤ ❤ ❤ 🐟,"Jan 26, 2018"
825,Hoii*,"Jan 25, 2018"
826,Goo peeps,"Jan 25, 2018"
827,I rather lumine tho,"Jan 25, 2018"
828,Interesting...,"Jan 25, 2018"
829,I just decided to start reading this webtoon once some Indonesians told me the artist is from Malaysia. Chapter 1 is already awesome. I'm hooked up!,"Jan 24, 2018"
830,"So I looked it up, and she's about 5' 1 or 5' 2 and he's about 6' 5 or 6' 6. So he's pretty tall. ","Jan 22, 2018"
831,-,-
832,ayyy fellow malaysian hahaha proud of yaa,"Jan 19, 2018"
833,Never get bored of this. Zuperduper luv u two guys😿😭❤️,"Jan 19, 2018"
834,Reading it again squad!!!😊😬I’ll go hide in that corner with the table and the purple vase,"Jan 17, 2018"
835,最萌身高差,"Jan 17, 2018"
836,My boyfriend calls me short everyday who can relate? 😂❤️,"Jan 16, 2018"
837,heheh your taller then me ·-·,"Jan 15, 2018"
838,I'm here like 149cm,"Jan 14, 2018"
839,Not very tall.. I'm 190 cms,"Jan 14, 2018"
840,"....im asian and by asian standards, my height is too tall for my age ""=_=","Jan 13, 2018"
841,Woah...I wish I was as short as her..(Whelp I'm tall),"Jan 12, 2018"
842,"This intro made me think how it would be if it was reversed, like:Boyfriend: “my height is not very tall for Asian standards”“It’s just my girlfriend being crazy short.”XD","Jan 12, 2018"
843,my friend is I think 188cm,"Jan 9, 2018"
844,Everyone has experienced this before... Be honest,"Jan 8, 2018"
845,Omg. My crush is about 6 foot 2. ,"Jan 7, 2018"
846,not possible I'm I right,"Jan 7, 2018"
847," I'm only 4'5, BUT HE'S TALL","Jan 6, 2018"
848,I’m 5’10. My dad’s 6’10...I’m gonna have my dad fight your boyfriend. GIANT BATTLE!,"Jan 6, 2018"
849,oml thats very big for a bf i wonder how they r sapost to kiss,"Jan 5, 2018"
850,I’m only5”4,"Jan 4, 2018"
851,DUDE! YOU'RE TALL!,"Jan 3, 2018"
852,Fishball you're not short because i'm asian too and i'm only 4ft and something inches tall so that's not short,"Jan 3, 2018"
853,"My best friend is 6'4"" freaks out when he looks down; he's also scared of heights and his own height. And I get scared looking up at him from my 5'2"" stature. I feel so smol. ","Jan 3, 2018"
854,Aaa tall dudes :0 ,"Jan 1, 2018"
855,Aaa tall dudes :0 ,"Jan 1, 2018"
856,-,-
857,AHAHAHA! HE WASN’T EVEN IF THE FRAME!! THATS ME WITH ALL OF MY FRIENDS! 😂😂😭😂🤣,"Dec 31, 2017"
858,OMG IM ASIAN,"Dec 31, 2017"
859,"I have a boyfriend to, but unlike yours he's imaginary^-^...........T_T actually I'm just a lonely potato","Dec 26, 2017"
860,Lol when you’re 6’8,"Dec 24, 2017"
861,"wait, are u Malaysian? if yes, then uwAw","Dec 24, 2017"
862,is it just me or is fishball's boob very weird no just me okay....,"Dec 23, 2017"
863,A sub I had once was about 6’6,"Dec 20, 2017"
864,"🌲🌲FREE MONEY FOR CHRISTMAS🌲🌲Who would you like to earn $15 FREE for each Facebook Friend you have.FREE OPPORTUNITY!!!!! PREPAID CARDS ACCEPTED😍100 FB Friends X $15 = $1,500 FREE MONEY  200 FB Friends X $15 = $3,000 FREE MONEY    That is crazy money...FOR FREE!!! Click link now! offer ends soon!!!https://link.dosh.cash/YCLI/UHvHzMfhWI","Dec 20, 2017"
865,He protecHe attac but most importantlyHe tall as hec,"Dec 19, 2017"
866,Hello....im new on this app._. So...hi,"Dec 16, 2017"
867,This looks good.,"Dec 15, 2017"
868,what is discover? is it like this? (a.k.a webtoon) if I'm right then like this comment,"Dec 15, 2017"
869,what is ? is it like this? (a.k.a. webtoon) if I'm right then like this comment,"Dec 15, 2017"
870,Nice. ,"Dec 12, 2017"
871, Hahaha . my ex boyfriend and I was like that before. -_- lol,"Dec 11, 2017"
872,Ik when I saw 199 cm I was like”let me just search this up on google”,"Dec 10, 2017"
873,This boyfriend is taller than Jared Padlecki omf ,"Dec 8, 2017"
874,"“This is my giant boyfriend” next, we can’t even he his head","Dec 5, 2017"
875,"Who is he now, Lebron James","Dec 4, 2017"
876,wait oh my god is this the same one I always see on Facebook?!?!?!?! IF IT IS I LOVE UUUUUUU!!!!!!!,"Nov 29, 2017"
877,Lol I'm 12 and Malaysian and I'm 159cm already and I'm sick of being mistaken as a 16 year old all the time. ,"Nov 29, 2017"
878,is he 199 or 178 cm?? Im confused...,"Nov 27, 2017"
879,"i thought giant actually meant how big of a nerd he was ^u^,","Nov 27, 2017"
880,lol I feel her pain. he the same hight as my husband. but she 4in shorter than me. ,"Nov 25, 2017"
881,You're tall in Asian standards... You got that right,"Nov 25, 2017"
882,I'm American. Buuuut I read a lot of manga and webtoons so HAH! I ALREADY KNOW HE'S TALL IN THE METRIC SYSTEM! Metric system is better anyway... Why must my childhood have been ruined with conversions?,"Nov 24, 2017"
883,First episode and “fishball” and a 199cm giant is what I get...,"Nov 24, 2017"
884,I'm 205 cm,"Nov 23, 2017"
885,dem boobs,"Nov 23, 2017"
886,I'm 170 and I'm 13 lol,"Nov 19, 2017"
887,uhh what do u mean like majority of my Asian friends are like 170 and they're like 13,"Nov 19, 2017"
888,Ew,"Nov 17, 2017"
889,Okay now THIS IS CALLED PROBLEMS XD,"Nov 15, 2017"
890,awesome,"Nov 14, 2017"
891,I'm in 8th grade and a boy in my science class is 6 foot 7...while I'm 4 foot 9,"Nov 12, 2017"
892,💐,"Nov 12, 2017"
893,Very short but idc,"Nov 10, 2017"
894,re-reading this comic for rhe bazillianth time. it only gets better. ,"Nov 8, 2017"
895,wow i'm 161 cm,"Nov 8, 2017"
896,its Nov 6th 8:52 in USA im now taller then you,"Nov 6, 2017"
897,"COMING BACK FROM THE 100TH CHAPTER!! ONE OF MY FAV WEBTOONS, SO PROUD ❤","Nov 6, 2017"
898,Ur bf: your short hehU: IM NOT SHORT YOUR JUST eh....-looks for something to say- TALL!!!!!Ur bf:...Wut....U: nailed it....,"Nov 6, 2017"
899,Who else is back from the 100th episode,"Nov 6, 2017"
900,"im 5""1 AND SHORT.          actually tall for a 6th grader tho.","Nov 6, 2017"
901,Helloooooo I just read the 100th episode and now re-reading everything again,"Nov 6, 2017"
902,when u realise giant had bigger chest than the girl herself,"Nov 5, 2017"
903,fishball?,"Nov 5, 2017"
904,I feel u fishball I’m 5ft 1in,"Nov 4, 2017"
905,MORE LIKE FISHBALL MY ASS,"Nov 3, 2017"
906,Well I understand. I'm a 4'11 Asian woman. My man is 6'3,"Oct 21, 2017"
907,Call Jg wentworth 877 cash now Sorry I’m going on a meme raid,"Oct 20, 2017"
908,My Giant Nerd Husband!,"Oct 20, 2017"
909,I'm 6'1,"Oct 20, 2017"
910,This would be me and my man 😂,"Oct 20, 2017"
911,he sure is tall but 199cm dang! she only 158cm wait can someone actually be 199cm or I just have crazy imaginary mind,"Oct 20, 2017"
912,so she is 5'2 and he is 6'6 (in case anyone doesn't know how to convert the metric system),"Oct 19, 2017"
913,This comic is soooooo kawaiiiii,"Oct 19, 2017"
914,Why😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😎😎😎😎😎😎😎😎😎😎😎😎😎😎😑😐😐😐😐😐😐😐😐😐😐😐😐😐😐😐😐,"Oct 16, 2017"
915,How do you make a comic???,"Oct 16, 2017"
916,well dang😂,"Oct 16, 2017"
917,I'm the guy since I'm 6'6,"Oct 15, 2017"
918,"#relateable I'm 154cm and I'm half asian. Oh and also my crush is huge af, not even reaching his shoulders XD","Oct 15, 2017"
919, yeay i'm 1 cm taller than fishball 😂🔫😂🔫😂🔫,"Oct 14, 2017"
920,Im asian and im about 185 centimeters tall (6'1),"Oct 13, 2017"
921,Well I understand. I'm a 4'11 Asian woman. My man is 6'3,"Oct 21, 2017"
922,Call Jg wentworth 877 cash now Sorry I’m going on a meme raid,"Oct 20, 2017"
923,My Giant Nerd Husband!,"Oct 20, 2017"
924,I'm 6'1,"Oct 20, 2017"
925,This would be me and my man 😂,"Oct 20, 2017"
926,he sure is tall but 199cm dang! she only 158cm wait can someone actually be 199cm or I just have crazy imaginary mind,"Oct 20, 2017"
927,so she is 5'2 and he is 6'6 (in case anyone doesn't know how to convert the metric system),"Oct 19, 2017"
928,This comic is soooooo kawaiiiii,"Oct 19, 2017"
929,Why😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😎😎😎😎😎😎😎😎😎😎😎😎😎😎😑😐😐😐😐😐😐😐😐😐😐😐😐😐😐😐😐,"Oct 16, 2017"
930,How do you make a comic???,"Oct 16, 2017"
931,well dang😂,"Oct 16, 2017"
932,I'm the guy since I'm 6'6,"Oct 15, 2017"
933,"#relateable I'm 154cm and I'm half asian. Oh and also my crush is huge af, not even reaching his shoulders XD","Oct 15, 2017"
934, yeay i'm 1 cm taller than fishball 😂🔫😂🔫😂🔫,"Oct 14, 2017"
935,Im asian and im about 185 centimeters tall (6'1),"Oct 13, 2017"
936,I'm short,"Oct 12, 2017"
937,My bro is 198 so ya know....,"Oct 9, 2017"
938,I can see her cherrys but that’s not my concern *sips tea 🍵 *,"Oct 8, 2017"
939,LOLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLL)LLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLL LOLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLL)LOLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLL LIKE HELL THEY ARE STUPED LOLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLL,"Oct 7, 2017"
940,Anyone think its funny ????? or not,"Oct 7, 2017"
941,They are stuped like a pug that eats your ugly coth fprm your face thats ugly                                  LOLLLLLLLLLLLLLLLLL,"Oct 7, 2017"
942,IF THEY LOOK STUPED THEY ARE STUPEDER THAN THEY LOOK LOLLLLLLLLL lol,"Oct 7, 2017"
943,wait ur Asian?I'm chinese,"Oct 6, 2017"
944,"so, he's about 6'7 and she's about 5'2","Oct 3, 2017"
945,this is cool x3,"Oct 2, 2017"
946,if only i were that tall........,"Oct 1, 2017"
947,My brothers 6’10 and he’s a high school senior he was still 6’9 as a freshman,"Sep 30, 2017"
948,I'm also 158 cm and still growing.... btw I'm just 13😂✌😄,"Sep 30, 2017"
949,malaysia ftw 🎉,"Sep 28, 2017"
950,After blasting through this is one sitting I realized two things one ☝️I'm addicted which seems to be the norm and two ✌🏻you are so going to have to clone your  boyfriend because every girl and some guys are going to want one exactly like him after reading this. ,"Sep 27, 2017"
951,"For us confused Americans who use the SI system to measure height, he's 6'6 and she's 5'2","Sep 27, 2017"
952,She is taller than my mom! Who is 4'11 Mindblown-->,"Sep 27, 2017"
953,ahh she's my height!,"Sep 25, 2017"
954,"I'm not a fan of comics like this, but I dared myself so here I go","Sep 25, 2017"
955,At least your taller than me I’m 4’11 (141.86cm) 😭💀 ,"Sep 25, 2017"
956,"wtf he's so tall I'll look like a midget next to him... I'm 146 cm (roughly 4'8"") 😂😂😂 I'm so short I like being short tho 👌","Sep 25, 2017"
957,how the author drawer her chest tho 😂😂😂,"Sep 23, 2017"
958,markiplier?,"Sep 21, 2017"
959,I am 5'6 taller than my girlfriend and 13,"Sep 20, 2017"
960,is he a basketball player or something? so tall,"Sep 19, 2017"
961,"I'm 5'6"" and my boyfriend is 6'5"" so I understand the struggles ","Sep 17, 2017"
962,With me and my boyfriend I'm 5'6 and he's 5'3 😂😂😂,"Sep 17, 2017"
963,It said 179cm one min the next min it says 199cm that's one hell of a growth spirt🤣,"Sep 17, 2017"
964,Yas climb that latter girl ! He can neva be too tall 🙄,"Sep 16, 2017"
965,lol when you are actually a malaysian reading this n ure like lol,"Sep 16, 2017"
966,The dude looks like markiplier ahhh,"Sep 15, 2017"
967,"I'm 6'4"" at 15 years (193 cm)","Sep 12, 2017"
968,wtf is the little half circle round things on her chest??? idc anymore to me its just hilarious😂😂😂,"Sep 12, 2017"
969,totemo kawaii desu,"Sep 11, 2017"
970,I'm Malaysian too.. yaa...we are in a same boat i think.. mine is 150cm n he's 180cm.. 30cm diff.. 😅😅,"Sep 10, 2017"
971,welp I'm only 5'2 feet in America ,"Sep 10, 2017"
972,tell your boyfriend to spare me just 6 cm of height ,"Sep 9, 2017"
973,cutest thing ever it reminds me of me and my girlfriend,"Sep 9, 2017"
974,I googled it right before checking the comments 😂,"Sep 8, 2017"
975,So adore. c:,"Sep 7, 2017"
976,I'll stay forever a midget ;-;,"Sep 6, 2017"
977,multiplier?,"Sep 6, 2017"
978,the way you draw boobs just became distracting ,"Sep 4, 2017"
979,Holy purgatory he is tall.,"Sep 4, 2017"
980,Fishball? 😂 Lol I'm Asian tbh they can be short lol,"Sep 4, 2017"
981,why does that look like her brother ,"Sep 3, 2017"
982,wow I like tall men haha I like it ^^,"Sep 3, 2017"
983,"I just figured out that we're basically the same height – you're actually 0.3 cm taller. Ha ha. My tallest boyfriend was also 6'5"". I can totally relate to this comic. It took me 81 comics to finally do the math. Why America doesn't use the metric system is beyond me.","Sep 3, 2017"
984,so tall. :00,"Aug 30, 2017"
985,yass,"Aug 29, 2017"
986,loop,"Aug 29, 2017"
987,omg i finished it all. i read everything backwards. love your comicssss!,"Aug 28, 2017"
988,translate in french the bd please ,"Aug 28, 2017"
989,Bruh look at her small ass ugly ass titties,"Aug 28, 2017"
990,I'm below average for my country's height standard.,"Aug 26, 2017"
991,At least the happiest thing I've accomplished is that I've passed my country's standard height XD,"Aug 26, 2017"
992,I'm 5 ft 4 in and I'm so short:(,"Aug 25, 2017"
993,what is your favorite OverWatch character?,"Aug 23, 2017"
994,Is it true story? 😱😍,"Aug 23, 2017"
995,your a miget (no hate)>3<,"Aug 23, 2017"
996,"Hi! I'm a newbie in this kind of stuff so by the way, your story is what I've seen the second tine I got here. You and your boyfriend are really amazing! Godbless guys.","Aug 23, 2017"
997,"Anyone else back here after reading Fishball's reply to top comment on ep 75? Like hello there, I forgot she had a brother too!","Aug 22, 2017"
998,"6'6"" is not the tallest person I've seen, I've know two people who were taller.our family doctor(can't spell his name) who is 6'8"". and my middle school pe teacher Mr. worlo he was 6'8"" as well","Aug 22, 2017"
999,WHO ELSE CAME BACK FROM EP 75 JUST TO SEE HER BROTHER IN FIRST EP,"Aug 22, 2017"
1000,when you're the SAME height as the girl-,"Aug 22, 2017"
1001,I want a giant nerd boyfriend!!!,"Aug 22, 2017"
1002,We did a Fan Dub to this if you want to check it out. https://youtu.be/o_DqWk4IBgk We love this WEBTOON! ^.^,"Aug 21, 2017"
1003,Literally me and my guy best friend ,"Aug 21, 2017"
1004,I'm tall for Asian white girl standards 👍🏻,"Aug 21, 2017"
1005,First ep and it relates so much 😞,"Aug 20, 2017"
1006,That's guy's her brother my life is changed forever.,"Aug 20, 2017"
1007,My boyfriend watched Friends once a year and still laughs as much. I re-read comics like this (*stage whisper* especially this one) every third month and still laughs as much as the giant at the bottom of this strip.,"Aug 19, 2017"
1008,"so yeah, I came here to check if her brother really is in the first episode (since she responded to a comment to the latest one and said he was) and yes HE'S HERE ","Aug 18, 2017"
1009,"Read episode 1 again because Fish Ball said the other guy was her brother. Well, ain't he a hottie? 😚","Aug 18, 2017"
1010,Omg so that's your bro. He looks like Sokka 👌,"Aug 18, 2017"
1011,found your brother,"Aug 17, 2017"
1012,he is 6.346...........................................danm,"Aug 17, 2017"
1013,Anyone else here from episode ep. 75 to check for her brother XD,"Aug 17, 2017"
1014,Oh wow her brother is actually in the first episode XD i came from ep 75 btw,"Aug 17, 2017"
1015,this would be me if i had a boyfriend. im SO SHORT and i love being short. cause i can talk to my bff brianna in tight spaces shes half the size of me and in my grade people mistake her for a kindergartener.😶😂,"Aug 17, 2017"
1016,Who else search up their heights. She is 5'2 He is 6'6 that's tall,"Aug 16, 2017"
1017,I am 5ft and 3and a half in American. I dunno anywhere else.,"Aug 15, 2017"
1018,wow that is tall,"Aug 15, 2017"
1019,I can totally relate with you. I'm 157 cm and my boyfriend is 189 cm. We're Southeast Asian too. :),"Aug 14, 2017"
1020,why i dont know this author is from my country...,"Aug 13, 2017"
1021,My 21yo sis is 161cm and I'm 16 and 166cm,"Aug 13, 2017"
1022,im 143 tho...😨😨😨😨,"Aug 13, 2017"
1023,hehe I'm thirteen years old and I'm longer then her (1.60),"Aug 12, 2017"
1024,She's taller than me,"Aug 11, 2017"
1025,I just realized that the first guy next to Fishball is her bro.Or should I say— FISHBRO. ,"Aug 11, 2017"
1026,Asians are short. aka me,"Aug 10, 2017"
1027,Ayy there's nothing wrong with us Americans ,"Aug 9, 2017"
1028,"At least you're taller than me....(by the way I'm 1,48cm). ","Aug 8, 2017"
1029,wahh your boyfriend so tall ,"Aug 8, 2017"
1030,Heads up to the Tall Girls 180cm+ XP,"Aug 7, 2017"
1031,"Wow... those are literally almost the exact heights of me vs my bf 😂 I'm 5'2"" (159 cm) and he's 6'3"" (192 cm)","Aug 7, 2017"
1032,this is just like my aunts relationship with my uncle. he's super tall and the biggest nerd I've ever met but he's cool.,"Aug 6, 2017"
1033,"hey, I'm 13 and 165 cm. idk why, but I just want to say "" yeah, you're short. even my mom is 170 cm","Aug 5, 2017"
1034,Lol why can I relate so much with being a short Asian XD I'm 158 too hehe,"Aug 4, 2017"
1035,This book is so good,"Aug 4, 2017"
1036,me and Mark it's a dream come true,"Aug 4, 2017"
1037,I SAW AN AD FOR THIS I'M GLAD I FOUND IT THIS IS ADORABLE AAAAAAA,"Aug 3, 2017"
1038,haha pathetic I'm 6'7 jk😀,"Aug 2, 2017"
